Full Name,First Name,Last Name,First Last,List of Congresses,Chamber,State,Gender,Party,Ethnicity,BirthYear,Congress Name,Alternative name (Wikipedia),Congress ID
"RADANOVICH, GEORGE",RADANOVICH,GEORGE,GEORGE RADANOVICH,104 105 106 107 108 109 110 111,H,CA,M,R,W,1955,"RADANOVICH, GEORGE",GEORGE RADANOVICH,R000004
"RADEL, TREY",RADEL,TREY,TREY RADEL,113,H,FL,M,R,W,1976,"RADEL, TREY",TREY RADEL,R000596
"RAHALL, NICK",RAHALL,NICK,NICK RAHALL,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113,H,WV,M,D,W,1949,"RAHALL, NICK J., II",NICK RAHALL,R000011
"RAILSBACK, THOMAS",RAILSBACK,THOMAS,THOMAS RAILSBACK,97,H,IL,M,R,W,1932,"RAILSBACK, THOMAS F.",THOMAS RAILSBACK,R000012
"RAMSTAD, JAMES",RAMSTAD,JAMES,JAMES RAMSTAD,102 103 104 105 106 107 108 109 110,H,MN,M,R,W,1946,"RAMSTAD, JIM",JIM RAMSTAD,R000033
"RANDOLPH, JENNINGS",RANDOLPH,JENNINGS,JENNINGS RANDOLPH,97 98,S,WV,M,D,W,1902,"RANDOLPH, JENNINGS",JENNINGS RANDOLPH,R000046
"RANGEL, CHARLES",RANGEL,CHARLES,CHARLES RANGEL,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,NY,M,D,B/H,1930,"RANGEL, CHARLES B.",CHARLES RANGEL,R000053
"RATCHFORD, WILLIAM",RATCHFORD,WILLIAM,WILLIAM RATCHFORD,97 98,H,CT,M,D,W,1934,"RATCHFORD, WILLIAM R.",WILLIAM RATCHFORD,R000067
"RATCLIFFE, JOHN",RATCLIFFE,JOHN,JOHN RATCLIFFE,114,H,TX,M,R,W,1965,"RATCLIFFE, JOHN",JOHN RATCLIFFE,R000601
"RAVENEL, ARTHUR",RAVENEL,ARTHUR,ARTHUR RAVENEL,100 101 102 103,H,SC,M,R,W,1927,"RAVENEL, ARTHUR, JR.",ARTHUR RAVENEL,R000072
"RAY, RICHARD",RAY,RICHARD,RICHARD RAY,98 99 100 101 102,H,GA,M,D,W,1927,"RAY, RICHARD B.",RICHARD RAY,R000080
"REDMOND, WILLIAM",REDMOND,WILLIAM,WILLIAM REDMOND,105,H,NM,M,R,W,1955,"REDMOND, BILL",BILL REDMOND,R000567
"REED, JOHN",REED,JOHN,JOHN REED,102 103 104 105 106 107 108 109 110 111 112 113 114,H,RI,M,D,W,1949,"REED, JACK",JACK REED,R000122
"REED, TOM",REED,TOM,TOM REED,111 112 113 114,H,NY,M,R,W,1971,"REED, TOM",TOM REED,R000585
"REGULA, RALPH",REGULA,RALPH,RALPH REGULA,97 98 99 100 101 102 103 104 105 106 107 108 109 110,H,OH,M,R,W,1924,"REGULA, RALPH",RALPH REGULA,R000141
"REHBERG, DENNIS",REHBERG,DENNIS,DENNIS REHBERG,107 108 109 110 111 112,H,MT,M,R,W,1955,"REHBERG, DENNY",DENNY REHBERG,R000571
"REICHERT, DAVID",REICHERT,DAVID,DAVID REICHERT,109 110 111 112 113 114,H,WA,M,R,W,1950,"REICHERT, DAVID G.",DAVID REICHERT,R000578
"REID, HARRY",REID,HARRY,HARRY REID,98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,NV,M,D,W,1939,"REID, HARRY",HARRY REID,R000146
"RENACCI, JAMES",RENACCI,JAMES,JAMES RENACCI,112 113 114,H,OH,M,R,W,1958,"RENACCI, JAMES B.",JAMES RENACCI,R000586
"RENZI, RICK",RENZI,RICK,RICK RENZI,108 109 110,H,AZ,M,R,W,1958,"RENZI, RICK",RICK RENZI,R000574
"REUSS, HENRY",REUSS,HENRY,HENRY REUSS,97,H,WI,M,D,W,1912,"REUSS, HENRY S.",HENRY REUSS,R000165
"REYES, SILVESTRE",REYES,SILVESTRE,SILVESTRE REYES,105 106 107 108 109 110 111 112,H,TX,M,D,H,1944,"REYES, SILVESTRE",SILVESTRE REYES,R000170
"REYNOLDS, MEL",REYNOLDS,MEL,MEL REYNOLDS,103,H,IL,M,D,B,1952,"REYNOLDS, MEL",MEL REYNOLDS,R000178
"REYNOLDS, THOMAS",REYNOLDS,THOMAS,THOMAS REYNOLDS,106 107 108 109 110,H,NY,M,R,W,1950,"REYNOLDS, THOMAS M.",THOMAS REYNOLDS,R000569
"RHODES, JOHN",RHODES,JOHN,JOHN RHODES,97,H,AZ,M,R,W,1916,"RHODES, JOHN J.",JOHN RHODES,R000188
"RHODES, JOHN J., III",RHODES,JOHN,JOHN RHODES,100 101 102,H,AZ,M,R,W,1943,"RHODES, JOHN J., III",JOHN RHODES,R000189
"RIBBLE, REID",RIBBLE,REID,REID RIBBLE,112 113 114,H,WI,M,R,W,1956,"RIBBLE, REID J.",REID RIBBLE,R000587
"RICE, KATHLEEN",RICE,KATHLEEN,KATHLEEN RICE,114,H,NY,F,D,W,1965,"RICE, KATHLEEN M.",KATHLEEN RICE,R000602
"RICE, TOM",RICE,TOM,TOM RICE,113 114,H,SC,M,R,W,1957,"RICE, TOM",TOM RICE,R000597
"RICHARDSON, LAURA",RICHARDSON,LAURA,LAURA RICHARDSON,110 111 112,H,CA,F,D,B,1962,"RICHARDSON, LAURA",LAURA RICHARDSON,R000581
"RICHARDSON, WILLIAM",RICHARDSON,WILLIAM,WILLIAM RICHARDSON,98 99 100 101 102 103 104 105,H,NM,M,D,H,1947,"RICHARDSON, BILL",BILL RICHARDSON,R000229
"RICHMOND, CEDRIC",RICHMOND,CEDRIC,CEDRIC RICHMOND,112 113 114,H,LA,M,D,B,1973,"RICHMOND, CEDRIC L.",CEDRIC RICHMOND,R000588
"RICHMOND, FREDERICK",RICHMOND,FREDERICK,FREDERICK RICHMOND,97,H,NY,M,D,W,1923,"RICHMOND, FREDERICK W.",FREDERICK RICHMOND,R000232
"RIDGE, THOMAS",RIDGE,THOMAS,THOMAS RIDGE,98 99 100 101 102 103,H,PA,M,R,W,1945,"RIDGE, THOMAS J.",THOMAS RIDGE,R000243
"RIEGLE, DONALD",RIEGLE,DONALD,DONALD RIEGLE,97 98 99 100 101 102 103,S,MI,M,D,W,1938,"RIEGLE, DONALD W., JR.",DONALD RIEGLE,R000249
"RIGELL, EDWARD",RIGELL,EDWARD,EDWARD RIGELL,112 113 114,H,VA,M,R,W,1960,"RIGELL, E. SCOTT",E. RIGELL,R000589
"RIGGS, FRANK",RIGGS,FRANK,FRANK RIGGS,102 104 105,H,CA,M,R,W,1950,"RIGGS, FRANK",FRANK RIGGS,R000252
"RILEY, BOB",RILEY,BOB,BOB RILEY,105 106 107,H,AL,M,R,W,1944,"RILEY, BOB",BOB RILEY,R000258
"RINALDO, MATTHEW",RINALDO,MATTHEW,MATTHEW RINALDO,97 98 99 100 101 102,H,NJ,M,R,W,1931,"RINALDO, MATTHEW J.",MATTHEW RINALDO,R000262
"RISCH, JAMES",RISCH,JAMES,JAMES RISCH,111 112 113 114,S,ID,M,R,W,1943,"RISCH, JAMES E.",JAMES RISCH,R000584
"RITTER, DONALD",RITTER,DONALD,DONALD RITTER,97 98 99 100 101 102,H,PA,M,R,W,1940,"RITTER, DON",DON RITTER,R000277
"RIVERA, DAVID",RIVERA,DAVID,DAVID RIVERA,112,H,FL,M,R,H,1965,"RIVERA, DAVID",DAVID RIVERA,R000590
"RIVERS, LYNN",RIVERS,LYNN,LYNN RIVERS,104 105 106 107,H,MI,F,D,W,1956,"RIVERS, LYNN N.",LYNN RIVERS,R000281
"ROBB, CHARLES",ROBB,CHARLES,CHARLES ROBB,101 102 103 104 105 106,S,VA,M,D,W,1939,"ROBB, CHARLES S.",CHARLES ROBB,R000295
"ROBERTS, CLINT",ROBERTS,CLINT,CLINT ROBERTS,97,H,SD,M,R,W,1935,"ROBERTS, CLINT",CLINT ROBERTS,R000308
"ROBERTS, PAT",ROBERTS,PAT,PAT ROBERTS,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,KS,M,R,W,1936,"ROBERTS, PAT",PAT ROBERTS,R000307
"ROBINSON, JAMES",ROBINSON,JAMES,JAMES ROBINSON,97 98,H,VA,M,R,W,1916,"ROBINSON, J. KENNETH",J. ROBINSON,R000337
"ROBINSON, TOMMY",ROBINSON,TOMMY,TOMMY ROBINSON,99 100 101,H,AR,M,D,W,1942,"ROBINSON, TOMMY F.",TOMMY ROBINSON,R000354
"ROBY, MARTHA",ROBY,MARTHA,MARTHA ROBY,112 113 114,H,AL,F,R,W,1976,"ROBY, MARTHA",MARTHA ROBY,R000591
"ROCKEFELLER, JOHN",ROCKEFELLER,JOHN,JOHN ROCKEFELLER,99 100 101 102 103 104 105 106 107 108 109 110 111 112 113,S,WV,M,D,W,1937,"ROCKEFELLER, JOHN D., IV",JOHN ROCKEFELLER,R000361
"RODINO, PETER",RODINO,PETER,PETER RODINO,97 98 99 100,H,NJ,M,D,W,1909,"RODINO, PETER W., JR.",PETER RODINO,R000374
"RODRIGUEZ, CIRO",RODRIGUEZ,CIRO,CIRO RODRIGUEZ,105 106 107 108 110 111,H,TX,M,D,H,1946,"RODRIGUEZ, CIRO D.",CIRO RODRIGUEZ,R000568
"ROE, DAVID",ROE,DAVID,DAVID ROE,111 112 113 114,H,TN,M,R,W,1945,"ROE, DAVID P.",DAVID ROE,R000582
"ROE, ROBERT",ROE,ROBERT,ROBERT ROE,97 98 99 100 101 102,H,NJ,M,D,W,1924,"ROE, ROBERT A.",ROBERT ROE,R000383
"ROEMER, CHARLES",ROEMER,CHARLES,CHARLES ROEMER,97 98 99 100,H,LA,M,D,W,1943,"ROEMER, BUDDY",BUDDY ROEMER,R000384
"ROEMER, TIMOTHY",ROEMER,TIMOTHY,TIMOTHY ROEMER,102 103 104 105 106 107,H,IN,M,D,W,1956,"ROEMER, TIM",TIM ROEMER,R000385
"ROGAN, JAMES",ROGAN,JAMES,JAMES ROGAN,105 106,H,CA,M,R,W,1957,"ROGAN, JAMES E.",JAMES ROGAN,R000386
"ROGERS, HAROLD",ROGERS,HAROLD,HAROLD ROGERS,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,KY,M,R,W,1937,"ROGERS, HAROLD",HAROLD ROGERS,R000395
"ROGERS, MIKE",ROGERS,MIKE,MIKE ROGERS,107 108 109 110 111 112 113,H,MI,M,R,W,1958,"ROGERS, MIKE J.",MIKE ROGERS,R000575
"ROGERS, MIKE",ROGERS,MIKE,MIKE ROGERS,108 109 110 111 112 113 114,H,AL,M,R,W,1963,"ROGERS, MIKE D.",MIKE ROGERS,R000572
"ROHRABACHER, DANA",ROHRABACHER,DANA,DANA ROHRABACHER,101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,CA,M,R,W,1947,"ROHRABACHER, DANA",DANA ROHRABACHER,R000409
"ROKITA, TODD",ROKITA,TODD,TODD ROKITA,112 113 114,H,IN,M,R,W,1970,"ROKITA, TODD",TODD ROKITA,R000592
"ROMERO-BARCELO, CARLOS",ROMERO-BARCELO,CARLOS,CARLOS ROMERO-BARCELO,103 104 105 106,H,PR,M,D,H,1932,"ROMERO-BARCELO, CARLOS A.",CARLOS ROMERO BARCELÓ,R000417
"ROONEY, THOMAS",ROONEY,THOMAS,THOMAS ROONEY,111 112 113 114,H,FL,M,R,W,1970,"ROONEY, THOMAS J.",THOMAS ROONEY,R000583
"ROS-LEHTINEN, ILEANA",ROS-LEHTINEN,ILEANA,ILEANA ROS-LEHTINEN,101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,FL,F,R,H,1952,"ROS-LEHTINEN, ILEANA",ILEANA ROS-LEHTINEN,R000435
"ROSE, CHARLES",ROSE,CHARLES,CHARLES ROSE,97 98 99 100 101 102 103 104,H,NC,M,D,W,1939,"ROSE, CHARLIE",CHARLIE ROSE,R000436
"ROSENTHAL, BENJAMIN",ROSENTHAL,BENJAMIN,BENJAMIN ROSENTHAL,97,H,NY,M,D,W,1923,"ROSENTHAL, BENJAMIN S.",BENJAMIN ROSENTHAL,R000442
"ROSKAM, PETER",ROSKAM,PETER,PETER ROSKAM,110 111 112 113 114,H,IL,M,R,W,1961,"ROSKAM, PETER J.",PETER ROSKAM,R000580
"ROSS, DENNIS",ROSS,DENNIS,DENNIS ROSS,112 113 114,H,FL,M,R,W,1959,"ROSS, DENNIS A.",DENNIS ROSS,R000593
"ROSS, MIKE",ROSS,MIKE,MIKE ROSS,107 108 109 110 111 112,H,AR,M,D,W,1961,"ROSS, MIKE",MIKE ROSS,R000573
"ROSTENKOWSKI, DANIEL",ROSTENKOWSKI,DANIEL,DANIEL ROSTENKOWSKI,97 98 99 100 101 102 103,H,IL,M,D,W,1928,"ROSTENKOWSKI, DAN",DAN ROSTENKOWSKI,R000458
"ROTH, TOBY",ROTH,TOBY,TOBY ROTH,97 98 99 100 101 102 103 104,H,WI,M,R,W,1938,"ROTH, TOBY",TOBY ROTH,R000459
"ROTH, WILLIAM",ROTH,WILLIAM,WILLIAM ROTH,97 98 99 100 101 102 103 104 105 106,S,DE,M,R,W,1921,"ROTH JR., WILLIAM V.",WILLIAM ROTH JR.,R000460
"ROTHFUS, KEITH",ROTHFUS,KEITH,KEITH ROTHFUS,113 114,H,PA,M,R,W,1962,"ROTHFUS, KEITH J.",KEITH ROTHFUS,R000598
"ROTHMAN, STEVEN",ROTHMAN,STEVEN,STEVEN ROTHMAN,105 106 107 108 109 110 111 112,H,NJ,M,D,W,1952,"ROTHMAN, STEVEN R.",STEVEN ROTHMAN,R000462
"ROUKEMA, MARGE",ROUKEMA,MARGE,MARGE ROUKEMA,97 98 99 100 101 102 103 104 105 106 107,H,NJ,F,R,W,1929,"ROUKEMA, MARGE",MARGE ROUKEMA,R000465
"ROUNDS, MIKE",ROUNDS,MIKE,MIKE ROUNDS,114,S,SD,M,R,W,1954,"ROUNDS, MIKE",MIKE ROUNDS,R000605
"ROUSSELOT, JOHN",ROUSSELOT,JOHN,JOHN ROUSSELOT,97,H,CA,M,R,W,1927,"ROUSSELOT, JOHN H.",JOHN ROUSSELOT,R000469
"ROUZER, DAVID",ROUZER,DAVID,DAVID ROUZER,114,H,NC,M,R,W,1972,"ROUZER, DAVID",DAVID ROUZER,R000603
"ROWLAND, JAMES",ROWLAND,JAMES,JAMES ROWLAND,98 99 100 101 102 103,H,GA,M,D,W,1926,"ROWLAND, J. ROY",J. ROWLAND,R000481
"ROWLAND, JOHN",ROWLAND,JOHN,JOHN ROWLAND,99 100 101,H,CT,M,R,W,1957,"ROWLAND, JOHN G.",JOHN ROWLAND,R000482
"ROYBAL-ALLARD, LUCILLE",ROYBAL-ALLARD,LUCILLE,LUCILLE ROYBAL-ALLARD,103 104 105 106 107 108 109 110 111 112 113 114,H,CA,F,D,H,1941,"ROYBAL-ALLARD, LUCILLE",LUCILLE ROYBAL-ALLARD,R000486
"ROYBAL, EDWARD",ROYBAL,EDWARD,EDWARD ROYBAL,97 98 99 100 101 102,H,CA,M,D,H,1916,"ROYBAL, EDWARD R.",EDWARD ROYBAL,R000485
"ROYCE, EDWARD",ROYCE,EDWARD,EDWARD ROYCE,103 104 105 106 107 108 109 110 111 112 113 114,H,CA,M,R,W,1951,"ROYCE, EDWARD R.",EDWARD ROYCE,R000487
"RUBIO, MARCO",RUBIO,MARCO,MARCO RUBIO,112 113 114,S,FL,M,R,H,1971,"RUBIO, MARCO",MARCO RUBIO,R000595
"RUDD, ELDON",RUDD,ELDON,ELDON RUDD,97 98 99,H,AZ,M,R,W,1920,"RUDD, ELDON D.",ELDON RUDD,R000495
"RUDMAN, WARREN",RUDMAN,WARREN,WARREN RUDMAN,97 98 99 100 101 102,S,NH,M,R,W,1930,"RUDMAN, WARREN",WARREN RUDMAN,R000497
"RUIZ, RAUL",RUIZ,RAUL,RAUL RUIZ,113 114,H,CA,M,D,H,1972,"RUIZ, RAUL",RAUL RUI,R000599
"RUNYAN, JON",RUNYAN,JON,JON RUNYAN,112 113,H,NJ,M,R,W,1973,"RUNYAN, JON",JON RUNYAN,R000594
"RUPPERSBERGER, C.",RUPPERSBERGER,C.,C. RUPPERSBERGER,108 109 110 111 112 113 114,H,MD,M,D,W,1946,"RUPPERSBERGER, C. A. DUTCH",C. RUPPERSBERGER,R000576
"RUSH, BOBBY",RUSH,BOBBY,BOBBY RUSH,103 104 105 106 107 108 109 110 111 112 113 114,H,IL,M,D,B,1946,"RUSH, BOBBY L.",BOBBY RUSH,R000515
"RUSSELL, STEVE",RUSSELL,STEVE,STEVE RUSSELL,114,H,OK,M,R,W,1963,"RUSSELL, STEVE",STEVE RUSSELL,R000604
"RUSSO, MARTIN",RUSSO,MARTIN,MARTIN RUSSO,97 98 99 100 101 102,H,IL,M,D,W,1944,"RUSSO, MARTIN A.",MARTIN RUSSO,R000543
"RYAN, PAUL",RYAN,PAUL,PAUL RYAN,106 107 108 109 110 111 112 113 114,H,WI,M,R,W,1970,"RYAN, PAUL D.",PAUL RYAN,R000570
"RYAN, TIM",RYAN,TIM,TIM RYAN,108 109 110 111 112 113 114,H,OH,M,D,W,1973,"RYAN, TIM",TIM RYAN,R000577
"RYUN, JIM",RYUN,JIM,JIM RYUN,105 106 107 108 109,H,KS,M,R,W,1947,"RYUN, JIM",JIM RYUN,R000566
"SABLAN, GREGORIO",SABLAN,GREGORIO,GREGORIO SABLAN,111 112 113 114,H,MP,M,D,AAPIA,1955,"SABLAN, GREGORIO KILILI CAMACHO",GREGORIO SABLAN,S001177
"SABO, MARTIN",SABO,MARTIN,MARTIN SABO,97 98 99 100 101 102 103 104 105 106 107 108 109,H,MN,M,D,W,1938,"SABO, MARTIN OLAV",MARTIN SABO,S000005
"SAIKI, PATRICIA",SAIKI,PATRICIA,PATRICIA SAIKI,100 101,H,HI,F,R,AAPIA,1930,"SAIKI, PATRICIA",PAT SAIKI,S000014
"SALAZAR, JOHN",SALAZAR,JOHN,JOHN SALAZAR,109 110 111,H,CO,M,D,H,1953,"SALAZAR, JOHN T.",JOHN SALAZAR,S001158
"SALAZAR, KEN",SALAZAR,KEN,KEN SALAZAR,109 110 111,S,CO,M,D,H,1955,"SALAZAR, KEN",KEN SALAZAR,S001163
"SALI, BILL",SALI,BILL,BILL SALI,110,H,ID,M,R,W,1954,"SALI, BILL",BILL SALI,S001167
"SALMON, MATT",SALMON,MATT,MATT SALMON,104 105 106 113 114,H,AZ,M,R,W,1958,"SALMON, MATT",MATT SALMON,S000018
"SANCHEZ, LINDA",SANCHEZ,LINDA,LINDA SANCHEZ,108 109 110 111 112 113 114,H,CA,F,D,H,1969,"SANCHEZ, LINDA T.",LINDA SÁNCHEZ,S001156
"SANCHEZ, LORETTA",SANCHEZ,LORETTA,LORETTA SANCHEZ,105 106 107 108 109 110 111 112 113 114,H,CA,F,D,H,1960,"SANCHEZ, LORETTA",LORETTA SANCHEZ,S000030
"SANDERS, BERNARD",SANDERS,BERNARD,BERNARD SANDERS,102 103 104 105 106 107 108 109 110 111 112 113 114,H,VT,M,I,W,1941,"SANDERS, BERNARD",BERNARD SANDERS,S000033
"SANDLIN, MAX",SANDLIN,MAX,MAX SANDLIN,105 106 107 108,H,TX,M,D,W,1952,"SANDLIN, MAX",MAX SANDLIN,S000044
"SANFORD, JAMES",SANFORD,JAMES,JAMES SANFORD,100 101 102,S,NC,M,D,W,1917,"SANFORD, TERRY",TERRY SANFORD,S000055
"SANFORD, MARSHALL",SANFORD,MARSHALL,MARSHALL SANFORD,104 105 106 113 114,H,SC,M,R,W,1960,"SANFORD, MARK",MARK SANFORD,S000051
"SANGMEISTER, GEORGE",SANGMEISTER,GEORGE,GEORGE SANGMEISTER,101 102 103,H,IL,M,D,W,1931,"SANGMEISTER, GEORGE E.",GEORGE SANGMEISTER,S000056
"SANTINI, JAMES",SANTINI,JAMES,JAMES SANTINI,97,H,NV,M,D,W,1937,"SANTINI, JAMES D.",JAMES SANTINI,S000058
"SANTORUM, RICHARD",SANTORUM,RICHARD,RICHARD SANTORUM,102 103 104 105 106 107 108 109,H,PA,M,R,W,1958,"SANTORUM, RICK",RICK SANTORUM,S000059
"SARBANES, JOHN",SARBANES,JOHN,JOHN SARBANES,110 111 112 113 114,H,MD,M,D,W,1962,"SARBANES, JOHN P.",JOHN SARBANES,S001168
"SARBANES, PAUL",SARBANES,PAUL,PAUL SARBANES,97 98 99 100 101 102 103 104 105 106 107 108 109,S,MD,M,D,W,1933,"SARBANES, PAUL S.",PAUL SARBANES,S000064
"SARPALIUS, WILLIAM",SARPALIUS,WILLIAM,WILLIAM SARPALIUS,101 102 103,H,TX,M,D,W,1948,"SARPALIUS, BILL",BILL SARPALIUS,S000066
"SASSE, BENJAMIN",SASSE,BENJAMIN,BENJAMIN SASSE,114,S,NE,M,R,W,1972,"SASSE, BEN",BEN SASSE,S001197
"SASSER, JAMES",SASSER,JAMES,JAMES SASSER,97 98 99 100 101 102 103,S,TN,M,D,W,1936,"SASSER, JIM",JIM SASSER,S000068
"SAVAGE, GUS",SAVAGE,GUS,GUS SAVAGE,97 98 99 100 101 102,H,IL,M,D,B,1925,"SAVAGE, GUS",GUS SAVAGE,S000081
"SAWYER, HAROLD",SAWYER,HAROLD,HAROLD SAWYER,97 98,H,MI,M,R,W,1920,"SAWYER, HAROLD S.",HAROLD SAWYER,S000087
"SAWYER, THOMAS",SAWYER,THOMAS,THOMAS SAWYER,100 101 102 103 104 105 106 107,H,OH,M,D,W,1945,"SAWYER, TOM",TOM SAWYER,S000094
"SAXTON, H.",SAXTON,H.,H. SAXTON,99 100 101 102 103 104 105 106 107 108 109 110,H,NJ,M,R,W,1943,"SAXTON, JIM",JIM SAXTON,S000097
"SCALISE, STEVE",SCALISE,STEVE,STEVE SCALISE,110 111 112 113 114,H,LA,M,R,W,1965,"SCALISE, STEVE",STEVE SCALISE,S001176
"SCARBOROUGH, JOE",SCARBOROUGH,JOE,JOE SCARBOROUGH,104 105 106 107,H,FL,M,R,W,1963,"SCARBOROUGH, JOE",JOE SCARBOROUGH,S000106
"SCHAEFER, DANIEL",SCHAEFER,DANIEL,DANIEL SCHAEFER,98 99 100 101 102 103 104 105,H,CO,M,R,W,1936,"SCHAEFER, DAN",DAN SCHAEFER,S000109
"SCHAFFER, BOB",SCHAFFER,BOB,BOB SCHAFFER,105 106 107,H,CO,M,R,W,1962,"SCHAFFER, BOB",BOB SCHAFFER,S000112
"SCHAKOWSKY, JANICE",SCHAKOWSKY,JANICE,JANICE SCHAKOWSKY,106 107 108 109 110 111 112 113 114,H,IL,F,D,W,1944,"SCHAKOWSKY, JANICE D.",JANICE SCHAKOWSKY,S001145
"SCHATZ, BRIAN",SCHATZ,BRIAN,BRIAN SCHATZ,112 113 114,S,HI,M,D,W,1972,"SCHATZ, BRIAN",BRIAN SCHATZ,S001194
"SCHAUER, MARK",SCHAUER,MARK,MARK SCHAUER,111,H,MI,M,D,W,1961,"SCHAUER, MARK H.",MARK SCHAUER,S001178
"SCHENK, LYNN",SCHENK,LYNN,LYNN SCHENK,103,H,CA,F,D,W,1945,"SCHENK, LYNN",LYNN SCHENK,S000119
"SCHEUER, JAMES",SCHEUER,JAMES,JAMES SCHEUER,97 98 99 100 101 102,H,NY,M,D,W,1920,"SCHEUER, JAMES H.",JAMES SCHEUER,S000124
"SCHIFF, ADAM",SCHIFF,ADAM,ADAM SCHIFF,107 108 109 110 111 112 113 114,H,CA,M,D,W,1960,"SCHIFF, ADAM B.",ADAM SCHIFF,S001150
"SCHIFF, STEVEN",SCHIFF,STEVEN,STEVEN SCHIFF,101 102 103 104 105,H,NM,M,R,W,1947,"SCHIFF, STEVEN",STEVEN SCHIFF,S000125
"SCHILLING, ROBERT",SCHILLING,ROBERT,ROBERT SCHILLING,112,H,IL,M,R,W,1964,"SCHILLING, ROBERT T.",ROBERT SCHILLING,S001182
"SCHMIDT, JEAN",SCHMIDT,JEAN,JEAN SCHMIDT,109 110 111 112,H,OH,F,R,W,1951,"SCHMIDT, JEAN",JEAN SCHMIDT,S001164
"SCHMITT, HARRISON",SCHMITT,HARRISON,HARRISON SCHMITT,97,S,NM,M,R,W,1935,"SCHMITT, HARRISON H.",HARRISON SCHMITT,S000132
"SCHNEIDER, BRADLEY",SCHNEIDER,BRADLEY,BRADLEY SCHNEIDER,113,H,IL,M,D,W,1961,"SCHNEIDER, BRADLEY SCOTT",BRADLEY SCHNEIDER,S001190
"SCHNEIDER, CLAUDINE",SCHNEIDER,CLAUDINE,CLAUDINE SCHNEIDER,97 98 99 100 101,H,RI,F,R,W,1947,"SCHNEIDER, CLAUDINE",CLAUDINE SCHNEIDER,S000136
"SCHOCK, AARON",SCHOCK,AARON,AARON SCHOCK,111 112 113 114,H,IL,M,R,W,1981,"SCHOCK, AARON",AARON SCHOCK,S001179
"SCHRADER, KURT",SCHRADER,KURT,KURT SCHRADER,111 112 113 114,H,OR,M,D,W,1951,"SCHRADER, KURT",KURT SCHRADER,S001180
"SCHROCK, EDWARD",SCHROCK,EDWARD,EDWARD SCHROCK,107 108,H,VA,M,R,W,1941,"SCHROCK, EDWARD L.",EDWARD SCHROCK,S001151
"SCHROEDER, PATRICIA",SCHROEDER,PATRICIA,PATRICIA SCHROEDER,97 98 99 100 101 102 103 104,H,CO,F,D,W,1940,"SCHROEDER, PATRICIA",PATRICIA SCHROEDER,S000142
"SCHUETTE, BILL",SCHUETTE,BILL,BILL SCHUETTE,99 100 101,H,MI,M,R,W,1953,"SCHUETTE, BILL",BILL SCHUETTE,S000143
"SCHULZE, RICHARD",SCHULZE,RICHARD,RICHARD SCHULZE,97 98 99 100 101 102,H,PA,M,R,W,1929,"SCHULZE, RICHARD T.",RICHARD SCHULZE,S000146
"SCHUMER, CHARLES",SCHUMER,CHARLES,CHARLES SCHUMER,97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114,H,NY,M,D,W,1950,"SCHUMER, CHARLES E.",CHARLES SCHUMER,S000148
"SCHWARTZ, ALLYSON",SCHWARTZ,ALLYSON,ALLYSON SCHWARTZ,109 110 111 112 113,H,PA,F,D,W,1948,"SCHWARTZ, ALLYSON Y.",ALLYSON SCHWARTZ,S001162
"SCHWARZ, JOHN",SCHWARZ,JOHN,JOHN SCHWARZ,109,H,MI,M,R,W,1937,"SCHWARZ, JOHN J.H. ""JOE""",JOHN SCHWARZ,S001161
"SCHWEIKERT, DAVID",SCHWEIKERT,DAVID,DAVID SCHWEIKERT,112 113 114,H,AZ,M,R,W,1962,"SCHWEIKERT, DAVID",DAVID SCHWEIKERT,S001183
"SCOTT, AUSTIN",SCOTT,AUSTIN,AUSTIN SCOTT,112 113 114,H,GA,M,R,W,1969,"SCOTT, AUSTIN",AUSTIN SCOTT,S001189
"SCOTT, DAVID",SCOTT,DAVID,DAVID SCOTT,108 109 110 111 112 113 114,H,GA,M,D,B,1945,"SCOTT, DAVID",DAVID SCOT,S001157
"SCOTT, ROBERT",SCOTT,ROBERT,ROBERT SCOTT,103 104 105 106 107 108 109 110 111 112 113 114,H,VA,M,D,B/AAPIA,1947,"SCOTT, ROBERT C. ""BOBBY""",BOBBY SCOT,S000185
"SCOTT, TIM",SCOTT,TIM,TIM SCOTT,112 113 114,H,SC,M,R,B,1965,"SCOTT, TIM",TIM SCOTT,S001184
"SEASTRAND, ANDREA",SEASTRAND,ANDREA,ANDREA SEASTRAND,104,H,CA,F,R,W,1941,"SEASTRAND, ANDREA H.",ANDREA SEASTRAND,S000213
"SEIBERLING, JOHN",SEIBERLING,JOHN,JOHN SEIBERLING,97 98 99,H,OH,M,D,W,1918,"SEIBERLING, JOHN F.",JOHN SEIBERLING,S000230
